isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0964729237,9780964729230,THE SHACK,William P Young,1,83,http://www.amazon.com/The-Shack-Tragedy-Confronts-Eternity/dp/0964729237?tag=NYTBS-20,trade-fiction-paperback,"A man whose daughter was abducted is invited to an isolated shack, apparently by God.",2010-01-03
0307473473,9780307473479,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,2,26,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,trade-fiction-paperback,A hacker and a journalist investigate the disappearance of a Swedish heiress.,2010-01-03
0679766758,9780679766759,PUSH,Sapphire,3,17,http://www.amazon.com/Push-A-Novel-Sapphire/dp/0679766758?tag=NYTBS-20,trade-fiction-paperback,"An abused, illiterate 16-year-old in Harlem meets a teacher who helps change her life; the basis for the film ""Precious.""",2010-01-03
0670020486,9780670020485,THE PIANO TEACHER,Janice Y K Lee,4,5,http://www.amazon.com/The-Piano-Teacher-A-Novel/dp/0143116533?tag=NYTBS-20,trade-fiction-paperback,An Englishwoman in 1950s Hong Kong discovers devastating secrets from the years of the Japanese occupation.,2010-01-03
0385341008,9780385341004,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,5,33,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,trade-fiction-paperback,A journalist meets the island’s old Nazi-resisters.,2010-01-03
0061537969,9780061537967,THE ART OF RACING IN THE RAIN,Garth Stein,6,28,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,trade-fiction-paperback,"An insightful Lab-terrier mix helps his owner, a struggling race car driver.",2010-01-03
0316168815,9780316168816,THE LOVELY BONES,Alice Sebold,7,14,http://www.amazon.com/The-Lovely-Bones-Alice-Sebold/dp/0316168815?tag=NYTBS-20,trade-fiction-paperback,A girl looks down from heaven as she describes the aftermath of her kidnapping and murder.,2010-01-03
140006208X,9781400062089,OLIVE KITTERIDGE,Elizabeth Strout,8,35,http://www.amazon.com/Olive-Kitteridge-Fiction-Elizabeth-Strout/dp/140006208X?tag=NYTBS-20,trade-fiction-paperback,A seventh-grade math teacher is the link in 13 stories set on the Maine coast; a 2009 Pulitzer winner.,2010-01-03
015602943X,9780156029438,THE TIME TRAVELER'S WIFE,Audrey Niffenegger,9,27,http://www.amazon.com/Time-Travelers-Wife-Audrey-Niffenegger/dp/015602943X?tag=NYTBS-20,trade-fiction-paperback,Life with a dashing librarian who travels back and forth through time.,2010-01-03
1594743347,9781594743344,PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,10,38,http://www.amazon.com/Pride-Prejudice-Zombies-Classic-Ultraviolent/dp/1594743347?tag=NYTBS-20,trade-fiction-paperback,"The classic story, retold with “ultraviolent zombie mayhem.”",2010-01-03
0307387895,9780307387899,THE ROAD,Cormac McCarthy,11,72,http://www.amazon.com/Road-Movie-Edition-Vintage-International/dp/0307476308?tag=NYTBS-20,trade-fiction-paperback,A father and son travel in post-apocalypse America.,2010-01-03
0812973992,9780812973990,LET THE GREAT WORLD SPIN,Colum McCann,12,3,http://www.amazon.com/Let-Great-World-Spin-Novel/dp/1400063736?tag=NYTBS-20,trade-fiction-paperback,"Philippe Petit’s 1974 high-wire walk between the twin towers is pivotal to the lives in this novel, a winner of the 2009 National Book Award.",2010-01-03
0312370849,9780312370848,SARAH’S KEY,Tatiana de Rosnay,13,45,http://www.amazon.com/Sarahs-Key-Tatiana-Rosnay/dp/0312370849?tag=NYTBS-20,trade-fiction-paperback,A contemporary American journalist investigates what happened to a little girl and her family during the roundup of Jews in Paris in 1942.,2010-01-03
0425230074,9780425230077,BED OF ROSES,Nora Roberts,14,8,http://www.amazon.com/Bed-Roses-Bride-Quartet-Book/dp/0425230074?tag=NYTBS-20,trade-fiction-paperback,A wedding florist has her eye on her business partner’s brother’s best friend; Book 2 in the Bride Quartet.,2010-01-03
1933372605,9781933372600,THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,15,49,http://www.amazon.com/The-Elegance-Hedgehog-Muriel-Barbery/dp/1933372605?tag=NYTBS-20,trade-fiction-paperback,"A young girl and a widowed concierge, both closet intellectuals, become friends.",2010-01-03
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,16,118,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,A Spanish shepherd boy travels to Egypt in search of treasure.,2010-01-03
0446698326,9780446698320,DEAR JOHN,Nicholas Sparks,17,15,http://www.amazon.com/Dear-John-Nicholas-Sparks/dp/0446567329?tag=NYTBS-20,trade-fiction-paperback,An unlikely romance between a soldier and an idealistic young woman is tested after 9/11.,2010-01-03
0316113956,9780316113953,SAY YOU'RE ONE OF THEM,Uwem Akpan,18,14,http://www.amazon.com/Say-Youre-Them-Uwem-Akpan/dp/0316113956?tag=NYTBS-20,trade-fiction-paperback,"Stories set in Africa, told from the point of view of wise and resilient children.",2010-01-03
0743296427,9780743296427,HANDLE WITH CARE,Jodi Picoult,19,12,http://www.amazon.com/Handle-Care-Novel-Jodi-Picoult/dp/0743296427?tag=NYTBS-20,trade-fiction-paperback,"A woman whose daughter has a dangerous birth defect must decide whether to sue her obstetrician, an old friend.",2010-01-03
0061374237,9780061374234,THE STORY OF EDGAR SAWTELLE,David Wroblewski,20,14,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,trade-fiction-paperback,A mute takes refuge with dogs in the Wisconsin woods after his father’s death.,2010-01-03
0964729237,9780964729230,THE SHACK,William P Young,1,84,http://www.amazon.com/The-Shack-Tragedy-Confronts-Eternity/dp/0964729237?tag=NYTBS-20,trade-fiction-paperback,"A man whose daughter was abducted is invited to an isolated shack, apparently by God.",2010-01-10
0679766758,9780679766759,PUSH,Sapphire,2,18,http://www.amazon.com/Push-A-Novel-Sapphire/dp/0679766758?tag=NYTBS-20,trade-fiction-paperback,"An abused, illiterate 16-year-old in Harlem meets a teacher who helps change her life; the basis for the film ""Precious.""",2010-01-10
0307454541,9780307454546,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,3,27,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,trade-fiction-paperback,A hacker and a journalist investigate the disappearance of a Swedish heiress.,2010-01-10
0316168815,9780316168816,THE LOVELY BONES,Alice Sebold,4,15,http://www.amazon.com/The-Lovely-Bones-Alice-Sebold/dp/0316168815?tag=NYTBS-20,trade-fiction-paperback,A girl looks down from heaven as she describes the aftermath of her kidnapping and murder.,2010-01-10
0061537969,9780061537967,THE ART OF RACING IN THE RAIN,Garth Stein,5,29,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,trade-fiction-paperback,"An insightful Lab-terrier mix helps his owner, a struggling race car driver.",2010-01-10
0143116533,9780143116530,THE PIANO TEACHER,Janice Y K Lee,6,6,http://www.amazon.com/The-Piano-Teacher-A-Novel/dp/0143116533?tag=NYTBS-20,trade-fiction-paperback,An Englishwoman in 1950s Hong Kong discovers devastating secrets from the years of the Japanese occupation.,2010-01-10
015602943X,9780156029438,THE TIME TRAVELER'S WIFE,Audrey Niffenegger,7,28,http://www.amazon.com/Time-Travelers-Wife-Audrey-Niffenegger/dp/015602943X?tag=NYTBS-20,trade-fiction-paperback,Life with a dashing librarian who travels back and forth through time.,2010-01-10
1594743347,9781594743344,PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,8,39,http://www.amazon.com/Pride-Prejudice-Zombies-Classic-Ultraviolent/dp/1594743347?tag=NYTBS-20,trade-fiction-paperback,"The classic story, retold with “ultraviolent zombie mayhem.”",2010-01-10
0812971833,9780812971835,OLIVE KITTERIDGE,Elizabeth Strout,9,36,http://www.amazon.com/Olive-Kitteridge-Fiction-Elizabeth-Strout/dp/140006208X?tag=NYTBS-20,trade-fiction-paperback,A seventh-grade math teacher is the link in 13 stories set on the Maine coast; a 2009 Pulitzer winner.,2010-01-10
0385341008,9780385341004,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,10,34,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,trade-fiction-paperback,A journalist meets the island’s old Nazi-resisters.,2010-01-10
0307476308,9780307476302,THE ROAD,Cormac McCarthy,11,73,http://www.amazon.com/Road-Movie-Edition-Vintage-International/dp/0307476308?tag=NYTBS-20,trade-fiction-paperback,A father and son travel in post-apocalypse America.,2010-01-10
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,12,119,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,A Spanish shepherd boy goes to Egypt in search of treasure.,2010-01-10
0812973992,9780812973990,LET THE GREAT WORLD SPIN,Colum McCann,13,4,http://www.amazon.com/Let-Great-World-Spin-Novel/dp/1400063736?tag=NYTBS-20,trade-fiction-paperback,"Philippe Petit’s 1974 high-wire walk between the twin towers is pivotal to the lives in this novel, a winner of the 2009 National Book Award.",2010-01-10
0425230074,9780425230077,BED OF ROSES,Nora Roberts,14,9,http://www.amazon.com/Bed-Roses-Bride-Quartet-Book/dp/0425230074?tag=NYTBS-20,trade-fiction-paperback,A wedding florist has her eye on her business partner’s brother’s best friend; Book 2 in the Bride Quartet.,2010-01-10
0743296427,9780743296427,HANDLE WITH CARE,Jodi Picoult,15,13,http://www.amazon.com/Handle-Care-Novel-Jodi-Picoult/dp/0743296427?tag=NYTBS-20,trade-fiction-paperback,"A woman whose daughter has a dangerous birth defect must decide whether to sue her obstetrician, an old friend.",2010-01-10
0446567329,9780446567329,DEAR JOHN,Nicholas Sparks,16,16,http://www.amazon.com/Dear-John-Nicholas-Sparks/dp/0446567329?tag=NYTBS-20,trade-fiction-paperback,An unlikely romance between a soldier and an idealistic young woman is tested after 9/11.,2010-01-10
0312370849,9780312370848,SARAH’S KEY,Tatiana de Rosnay,17,46,http://www.amazon.com/Sarahs-Key-Tatiana-Rosnay/dp/0312370849?tag=NYTBS-20,trade-fiction-paperback,A contemporary American journalist investigates what happened to a little girl and her family during the roundup of Jews in Paris in 1942.,2010-01-10
0307476103,9780307476104,NIGHTLIGHT,The Harvard Lampoon,18,1,http://www.amazon.com/Nightlight-Parody-The-Harvard-Lampoon/dp/0307476103?tag=NYTBS-20,trade-fiction-paperback,Belle Goose falls for Edwart Mullen in this parody of the Stephenie Meyer novel “Twilight.”,2010-01-10
1933372605,9781933372600,THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,19,50,http://www.amazon.com/The-Elegance-Hedgehog-Muriel-Barbery/dp/1933372605?tag=NYTBS-20,trade-fiction-paperback,"A young girl and a widowed concierge, both closet intellectuals, become friends.",2010-01-10
0316086371,9780316086370,SAY YOU'RE ONE OF THEM,Uwem Akpan,20,15,http://www.amazon.com/Say-Youre-Them-Uwem-Akpan/dp/0316113956?tag=NYTBS-20,trade-fiction-paperback,"Stories set in Africa, told from the point of view of wise and resilient children.",2010-01-10
0316168815,9780316168816,THE LOVELY BONES,Alice Sebold,1,16,http://www.amazon.com/The-Lovely-Bones-Alice-Sebold/dp/0316168815?tag=NYTBS-20,trade-fiction-paperback,A girl looks down from heaven as she describes the aftermath of her kidnapping and murder.,2010-01-17
0307454541,9780307454546,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,2,28,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,trade-fiction-paperback,A hacker and a journalist investigate the disappearance of a Swedish heiress.,2010-01-17
0679766758,9780679766759,PUSH,Sapphire,3,19,http://www.amazon.com/Push-A-Novel-Sapphire/dp/0679766758?tag=NYTBS-20,trade-fiction-paperback,"An abused, illiterate 16-year-old in Harlem meets a teacher who helps change her life; the basis for the film ""Precious.""",2010-01-17
0143116533,9780143116530,THE PIANO TEACHER,Janice Y K Lee,4,7,http://www.amazon.com/The-Piano-Teacher-A-Novel/dp/0143116533?tag=NYTBS-20,trade-fiction-paperback,An Englishwoman in 1950s Hong Kong discovers devastating secrets from the years of the Japanese occupation.,2010-01-17
0964729237,9780964729230,THE SHACK,William P Young,5,85,http://www.amazon.com/The-Shack-Tragedy-Confronts-Eternity/dp/0964729237?tag=NYTBS-20,trade-fiction-paperback,"A man whose daughter was abducted is invited to an isolated shack, apparently by God.",2010-01-17
0446567329,9780446567329,DEAR JOHN,Nicholas Sparks,6,17,http://www.amazon.com/Dear-John-Nicholas-Sparks/dp/0446567329?tag=NYTBS-20,trade-fiction-paperback,An unlikely romance between a soldier and an idealistic young woman is tested after 9/11.,2010-01-17
0812971833,9780812971835,OLIVE KITTERIDGE,Elizabeth Strout,7,37,http://www.amazon.com/Olive-Kitteridge-Fiction-Elizabeth-Strout/dp/140006208X?tag=NYTBS-20,trade-fiction-paperback,A seventh-grade math teacher is the link in 13 stories set on the Maine coast; a 2009 Pulitzer winner.,2010-01-17
015602943X,9780156029438,THE TIME TRAVELER'S WIFE,Audrey Niffenegger,8,29,http://www.amazon.com/Time-Travelers-Wife-Audrey-Niffenegger/dp/015602943X?tag=NYTBS-20,trade-fiction-paperback,Life with a dashing librarian who travels back and forth through time.,2010-01-17
0061537969,9780061537967,THE ART OF RACING IN THE RAIN,Garth Stein,9,30,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,trade-fiction-paperback,"An insightful Lab-terrier mix helps his owner, a struggling race car driver.",2010-01-17
0812973992,9780812973990,LET THE GREAT WORLD SPIN,Colum McCann,10,5,http://www.amazon.com/Let-Great-World-Spin-Novel/dp/1400063736?tag=NYTBS-20,trade-fiction-paperback,"Philippe Petit’s 1974 high-wire walk between the twin towers is pivotal to the lives in this novel, a winner of the 2009 National Book Award.",2010-01-17
0312370849,9780312370848,SARAH’S KEY,Tatiana de Rosnay,11,47,http://www.amazon.com/Sarahs-Key-Tatiana-Rosnay/dp/0312370849?tag=NYTBS-20,trade-fiction-paperback,A contemporary American journalist investigates what happened to a little girl and her family during the roundup of Jews in Paris in 1942.,2010-01-17
0385341008,9780385341004,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,12,35,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,trade-fiction-paperback,A journalist meets the island’s old Nazi-resisters.,2010-01-17
1594743347,9781594743344,PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,13,40,http://www.amazon.com/Pride-Prejudice-Zombies-Classic-Ultraviolent/dp/1594743347?tag=NYTBS-20,trade-fiction-paperback,"The classic story, retold with “ultraviolent zombie mayhem.”",2010-01-17
0425230074,9780425230077,BED OF ROSES,Nora Roberts,14,10,http://www.amazon.com/Bed-Roses-Bride-Quartet-Book/dp/0425230074?tag=NYTBS-20,trade-fiction-paperback,A wedding florist has her eye on her business partner’s brother’s best friend; Book 2 in the Bride Quartet.,2010-01-17
1933372605,9781933372600,THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,15,51,http://www.amazon.com/The-Elegance-Hedgehog-Muriel-Barbery/dp/1933372605?tag=NYTBS-20,trade-fiction-paperback,"A young girl and a widowed concierge, both closet intellectuals, become friends.",2010-01-17
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,16,120,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,A Spanish shepherd boy goes to Egypt in search of treasure.,2010-01-17
0307476103,9780307476104,NIGHTLIGHT,The Harvard Lampoon,17,2,http://www.amazon.com/Nightlight-Parody-The-Harvard-Lampoon/dp/0307476103?tag=NYTBS-20,trade-fiction-paperback,Belle Goose falls for Edwart Mullen in this parody of the Stephenie Meyer novel “Twilight.”,2010-01-17
0307476308,9780307476302,THE ROAD,Cormac McCarthy,18,74,http://www.amazon.com/Road-Movie-Edition-Vintage-International/dp/0307476308?tag=NYTBS-20,trade-fiction-paperback,A father and son travel in post-apocalypse America.,2010-01-17
0316086371,9780316086370,SAY YOU'RE ONE OF THEM,Uwem Akpan,19,16,http://www.amazon.com/Say-Youre-Them-Uwem-Akpan/dp/0316113956?tag=NYTBS-20,trade-fiction-paperback,"Stories set in Africa, told from the point of view of wise and resilient children.",2010-01-17
0061374237,9780061374234,THE STORY OF EDGAR SAWTELLE,David Wroblewski,20,15,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,trade-fiction-paperback,A mute takes refuge with dogs in the Wisconsin woods after his father’s death.,2010-01-17
0316168815,9780316168816,THE LOVELY BONES,Alice Sebold,1,17,http://www.amazon.com/The-Lovely-Bones-Alice-Sebold/dp/0316168815?tag=NYTBS-20,trade-fiction-paperback,A girl looks down from heaven as she describes the aftermath of her kidnapping and murder.,2010-01-24
1565129776,9781565129771,A RELIABLE WIFE,Robert Goolrick,2,1,http://www.amazon.com/A-Reliable-Wife-Robert-Goolrick/dp/1565125967?tag=NYTBS-20,trade-fiction-paperback,Complications ensue when a wealthy Wisconsin widower in 1907 advertises for a wife.,2010-01-24
0307454541,9780307454546,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,3,29,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,trade-fiction-paperback,A hacker and a journalist investigate the disappearance of a Swedish heiress.,2010-01-24
0679766758,9780679766759,PUSH,Sapphire,4,20,http://www.amazon.com/Push-A-Novel-Sapphire/dp/0679766758?tag=NYTBS-20,trade-fiction-paperback,"An abused, illiterate 16-year-old in Harlem meets a teacher who helps change her life; the basis for the film ""Precious.""",2010-01-24
0812971833,9780812971835,OLIVE KITTERIDGE,Elizabeth Strout,5,38,http://www.amazon.com/Olive-Kitteridge-Fiction-Elizabeth-Strout/dp/140006208X?tag=NYTBS-20,trade-fiction-paperback,A seventh-grade math teacher is the link in 13 stories set on the Maine coast; a 2009 Pulitzer winner.,2010-01-24
0964729237,9780964729230,THE SHACK,William P Young,6,86,http://www.amazon.com/The-Shack-Tragedy-Confronts-Eternity/dp/0964729237?tag=NYTBS-20,trade-fiction-paperback,"A man whose daughter was abducted is invited to an isolated shack, apparently by God.",2010-01-24
0446567329,9780446567329,DEAR JOHN,Nicholas Sparks,7,18,http://www.amazon.com/Dear-John-Nicholas-Sparks/dp/0446567329?tag=NYTBS-20,trade-fiction-paperback,An unlikely romance between a soldier and an idealistic young woman is tested after 9/11.,2010-01-24
0385341008,9780385341004,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,8,36,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,trade-fiction-paperback,A journalist meets the island’s old Nazi-resisters.,2010-01-24
0061537969,9780061537967,THE ART OF RACING IN THE RAIN,Garth Stein,9,31,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,trade-fiction-paperback,"An insightful Lab-terrier mix helps his owner, a struggling race car driver.",2010-01-24
0312370849,9780312370848,SARAH’S KEY,Tatiana de Rosnay,10,48,http://www.amazon.com/Sarahs-Key-Tatiana-Rosnay/dp/0312370849?tag=NYTBS-20,trade-fiction-paperback,A contemporary American journalist investigates what happened to a little girl and her family during the roundup of Jews in Paris in 1942.,2010-01-24
0812973992,9780812973990,LET THE GREAT WORLD SPIN,Colum McCann,11,6,http://www.amazon.com/Let-Great-World-Spin-Novel/dp/1400063736?tag=NYTBS-20,trade-fiction-paperback,"Philippe Petit’s 1974 high-wire walk between the twin towers is pivotal to the lives in this novel, a winner of the 2009 National Book Award.",2010-01-24
0312541864,9780312541866,GUILTY PLEASURE,Lora Leigh,12,1,http://www.amazon.com/Guilty-Pleasure-Bound-Hearts-Book/dp/0312541864?tag=NYTBS-20,trade-fiction-paperback,"An F.B.I. agent and the man she has been shadowing fall in love, bringing danger to both of them.",2010-01-24
015602943X,9780156029438,THE TIME TRAVELER'S WIFE,Audrey Niffenegger,13,30,http://www.amazon.com/Time-Travelers-Wife-Audrey-Niffenegger/dp/015602943X?tag=NYTBS-20,trade-fiction-paperback,Life with a dashing librarian who travels back and forth through time.,2010-01-24
0312606125,9780312606121,TRUE COLORS,Kristin Hannah,14,1,http://www.amazon.com/True-Colors-Kristin-Hannah/dp/0312606125?tag=NYTBS-20,trade-fiction-paperback,"Two sisters grow up together in a small Washington town, betray each other and eventually reconcile.",2010-01-24
0143116533,9780143116530,THE PIANO TEACHER,Janice Y K Lee,15,8,http://www.amazon.com/The-Piano-Teacher-A-Novel/dp/0143116533?tag=NYTBS-20,trade-fiction-paperback,An Englishwoman in 1950s Hong Kong discovers devastating secrets from the years of the Japanese occupation.,2010-01-24
1594743347,9781594743344,PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,16,41,http://www.amazon.com/Pride-Prejudice-Zombies-Classic-Ultraviolent/dp/1594743347?tag=NYTBS-20,trade-fiction-paperback,"The classic story, retold with “ultraviolent zombie mayhem.”",2010-01-24
1933372605,9781933372600,THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,17,52,http://www.amazon.com/The-Elegance-Hedgehog-Muriel-Barbery/dp/1933372605?tag=NYTBS-20,trade-fiction-paperback,"A young girl and a widowed concierge, both closet intellectuals, become friends.",2010-01-24
0307476308,9780307476302,THE ROAD,Cormac McCarthy,18,75,http://www.amazon.com/Road-Movie-Edition-Vintage-International/dp/0307476308?tag=NYTBS-20,trade-fiction-paperback,A father and son travel in post-apocalypse America.,2010-01-24
0307476103,9780307476104,NIGHTLIGHT,The Harvard Lampoon,19,3,http://www.amazon.com/Nightlight-Parody-The-Harvard-Lampoon/dp/0307476103?tag=NYTBS-20,trade-fiction-paperback,Belle Goose falls for Edwart Mullen in this parody of the Stephenie Meyer novel “Twilight.”,2010-01-24
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,20,121,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,A Spanish shepherd boy goes to Egypt in search of treasure.,2010-01-24
1565129776,9781565129771,A RELIABLE WIFE,Robert Goolrick,1,2,http://www.amazon.com/A-Reliable-Wife-Robert-Goolrick/dp/1565125967?tag=NYTBS-20,trade-fiction-paperback,Complications ensue when a wealthy Wisconsin widower in 1907 advertises for a wife.,2010-01-31
0316168815,9780316168816,THE LOVELY BONES,Alice Sebold,2,18,http://www.amazon.com/The-Lovely-Bones-Alice-Sebold/dp/0316168815?tag=NYTBS-20,trade-fiction-paperback,A girl looks down from heaven as she describes the aftermath of her kidnapping and murder.,2010-01-31
0307454541,9780307454546,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,3,30,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,trade-fiction-paperback,A hacker and a journalist investigate the disappearance of a Swedish heiress.,2010-01-31
0446567329,9780446567329,DEAR JOHN,Nicholas Sparks,4,19,http://www.amazon.com/Dear-John-Nicholas-Sparks/dp/0446567329?tag=NYTBS-20,trade-fiction-paperback,An unlikely romance between a soldier and an idealistic young woman is tested after 9/11.,2010-01-31
0312606125,9780312606121,TRUE COLORS,Kristin Hannah,5,2,http://www.amazon.com/True-Colors-Kristin-Hannah/dp/0312606125?tag=NYTBS-20,trade-fiction-paperback,"Two sisters grow up in a small Washington town, betray each other and eventually reconcile.",2010-01-31
0812971833,9780812971835,OLIVE KITTERIDGE,Elizabeth Strout,6,39,http://www.amazon.com/Olive-Kitteridge-Fiction-Elizabeth-Strout/dp/140006208X?tag=NYTBS-20,trade-fiction-paperback,A seventh-grade math teacher is the link in 13 stories set on the Maine coast; a 2009 Pulitzer winner.,2010-01-31
0964729237,9780964729230,THE SHACK,William P Young,7,87,http://www.amazon.com/The-Shack-Tragedy-Confronts-Eternity/dp/0964729237?tag=NYTBS-20,trade-fiction-paperback,"A man whose daughter was abducted is invited to an isolated shack, apparently by God.",2010-01-31
0385341008,9780385341004,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,8,37,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,trade-fiction-paperback,A journalist meets the island’s old Nazi-resisters.,2010-01-31
0312370849,9780312370848,SARAH’S KEY,Tatiana de Rosnay,9,49,http://www.amazon.com/Sarahs-Key-Tatiana-Rosnay/dp/0312370849?tag=NYTBS-20,trade-fiction-paperback,A contemporary American journalist investigates what happened to a little girl and her family during the roundup of Jews in Paris in 1942.,2010-01-31
0061537969,9780061537967,THE ART OF RACING IN THE RAIN,Garth Stein,10,32,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,trade-fiction-paperback,"An insightful Lab-terrier mix helps his owner, a struggling race car driver.",2010-01-31
015602943X,9780156029438,THE TIME TRAVELER'S WIFE,Audrey Niffenegger,11,31,http://www.amazon.com/Time-Travelers-Wife-Audrey-Niffenegger/dp/015602943X?tag=NYTBS-20,trade-fiction-paperback,Life with a dashing librarian who travels back and forth through time.,2010-01-31
0812973992,9780812973990,LET THE GREAT WORLD SPIN,Colum McCann,12,7,http://www.amazon.com/Let-Great-World-Spin-Novel/dp/1400063736?tag=NYTBS-20,trade-fiction-paperback,"Philippe Petit’s 1974 high-wire walk between the twin towers is pivotal to the lives in this novel, a winner of the 2009 National Book Award.",2010-01-31
0143116533,9780143116530,THE PIANO TEACHER,Janice Y K Lee,13,9,http://www.amazon.com/The-Piano-Teacher-A-Novel/dp/0143116533?tag=NYTBS-20,trade-fiction-paperback,An Englishwoman in 1950s Hong Kong discovers devastating secrets from the years of the Japanese occupation.,2010-01-31
0679766758,9780679766759,PUSH,Sapphire,14,21,http://www.amazon.com/Push-A-Novel-Sapphire/dp/0679766758?tag=NYTBS-20,trade-fiction-paperback,"An abused, illiterate 16-year-old in Harlem meets a teacher who helps change her life; the basis for the film ""Precious.""",2010-01-31
1933372605,9781933372600,THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,15,53,http://www.amazon.com/The-Elegance-Hedgehog-Muriel-Barbery/dp/1933372605?tag=NYTBS-20,trade-fiction-paperback,"A young girl and a widowed concierge, both closet intellectuals, become friends.",2010-01-31
0345505344,9780345505347,HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,16,7,http://www.amazon.com/Hotel-Corner-Bitter-Sweet-Novel/dp/0345505336?tag=NYTBS-20,trade-fiction-paperback,A friendship between a Chinese-American boy and a Japanese-American girl in Seattle during World War II.,2010-01-31
0307476103,9780307476104,NIGHTLIGHT,The Harvard Lampoon,17,4,http://www.amazon.com/Nightlight-Parody-The-Harvard-Lampoon/dp/0307476103?tag=NYTBS-20,trade-fiction-paperback,Belle Goose falls for Edwart Mullen in this parody of the Stephenie Meyer novel “Twilight.”,2010-01-31
0307454703,9780307454706,THE UNBEARABLE LIGHTNESS OF SCONES,Alexander McCall Smith,18,1,http://www.amazon.com/The-Unbearable-Lightness-Scones-Scotland/dp/0307454703?tag=NYTBS-20,trade-fiction-paperback,Bertie Pollock and family return in the latest book in the 44 Scotland Street series.,2010-01-31
0307476308,9780307476302,THE ROAD,Cormac McCarthy,19,76,http://www.amazon.com/Road-Movie-Edition-Vintage-International/dp/0307476308?tag=NYTBS-20,trade-fiction-paperback,A father and son travel in post-apocalypse America.,2010-01-31
